Post ID,Answer ID,User ID,Comment,Date
6,4,54,"I think this adds a valuable point: my understanding is that a lot of these crappy IoT devices that have been compromised have actually been placed outside any firewall perimeter a user might have, directly connected to the Internet. (But then, of course, in addition you do have port-forwarding and UPnP scenarios where a device is inside the router/firewall but still vulnerable.)",Oct 25 '16 at 15:04
6,4,30,"@halfinformed Most likely, there is no real firewall to speak of, just a router whose job is to make things ""just work"", not provide protection.",Oct 26 '16 at 17:26
6,4,55,"@halfinformed Yes this is the case but only sometimes, mostly as David said there are no firewalls and routers don't do anything.",Oct 28 '16 at 5:13
6,4,54,"By ""firewall"" I mean even any lousy SOHO router or ISP distributed router with some basic firewall-like functionality. (Meaning basically any device that doesn't just let arbitrary inbound  packets from the Internet through to a user's internal network.) I certainly did not mean to imply that ordinary users are typically utilizing discrete firewall devices.",Oct 29 '16 at 18:53
6,5,56,"But there's no indication that's what's happening. The vuln is in the devices and the crappy upnp-enabled routers, not the vendor's central servers. If it were the latter it would be easy to fix.",Oct 25 '16 at 16:29
6,5,57,There have definitely been hacks into devices through vendor websites.,Oct 25 '16 at 16:54
6,5,48,"The MIRAI botnet and malware is not hacking the vendors' servers or website.  It is directly connecting to the end-users' webcams and other IoT devices by connecting to well-known ports that the devices have exposed using UPnP, then testing a set of 66 different default credentials on those ports.  Yes, someone could theoretically attack the vendor's site, but that hasn't been true for any of the recent massive DDoS attacks.",Oct 25 '16 at 21:40
6,5,57,"The OP's question didn't specifically name the MIRAI botnet (the body of the question did allude to it). The heading is: ""Does the local network need to be hacked first for IoT devices to be accesible?"" Based on that heading, the answer is no, the attacker doesn't even always have to make any effort to breach your router at all. If they can get away with social engineering the IoT device vendor's company, they can get into all of the devices at once since, often, all those devices already made outgoing persistent connections to the IoT vendor. There's more than one IoT threat vector.",Oct 26 '16 at 0:29
6,8,59,"In other words, similar in principle to a DNS reflection attack.",Jan 23 '17 at 4:11
6,8,60,"Yes, in the sense that these IoT devices can be used to perform the DDoS reflection attack on an unsuspecting 3rd party. There are other significant security issues with many IoT devices simply because manufacturers have not designed security into their systems. However, using them to perform DDoS reflection attacks is one of the highest concerns as it provides the potential to impact on large numbers of unsuspecting victims. The other security issues associated with IoT tend to only affect the individual/site running them,so less potential impact.",Jan 24 '17 at 9:33
6,8,48,"@TimX, you said ""In many cases, the devices have not been hacked at all - they are performing as designed."" Except an IoT network is generally kept behind a firewall, where network security has to be penetrated first.  Sure, you could possibly send my IoT devices into an amplification attack against each other that would make my house unhappy, but my traffic won't impact your house. That would require my devices to violate your firewall to get your devices to attack each other. Propagating the attack takes hacking the devices. Mirai hacked the devices, they were not ""performing as designed"".",Feb 7 '17 at 15:26
6,8,60,"One small problem with your assumption about firewalls - IPv6. Vary few of the modems sold in the domestic market support firewalls for IPv6, yet the majority of them now support IPv6 and an increasing number of ISPs now enable IPv6 by default.  The other problem is that many of these IoT devices are designed to allow external connections - either requiring port forwarding or using something awful like uPnP. Combine this with the high use of IoT in domestic and small office situations where IT skills are often low and you have a problem. Relying on the firewall is really just 'candy' security",Feb 8 '17 at 18:34
6,10,48,"Hi @Culme, the issue here is that the devices are visible to the internet, where economies of scale mean that dozens of hacked devices can be set upon thousands of other devices, which can then hack millions.  An insecure 433MHz RF connection can be exploited only by an attacker physically located within signal range of your house. And hacking your single IoT device doesn't grant him the ability to hack thousands of other RF devices, unless he drives to a thousand other homes.  The internet-facing vulnerabilities are the ones that lead to Mirai, not the RF facing ones.",Feb 7 '17 at 15:13
7,1,64,"Well, that kinda answers your question, doesn't it? I'd still collect all the info you have on your use cases and get in touch with Azure directly. They know what they allow users to do. (Also since the link to the Penetration testing overview page is dead...)",Aug 21 at 14:21
7,1,65,"This sounds good, one thing that might be worth checking if you do use Azure, is whether they filter any types of outbound traffic.  If you're trying to do something like 65K port scans or something more esoteric like SCTP scanning, you may find that traffic gets blocked :)",Aug 23 at 7:57
7,1,66,@jpmc26: thanks. I've fixed it.,Apr 26 '17 at 11:04
7,2,7,"If you are using stolen credit cards to pay for the VMs, aren't you flushing someone else's money down the drain?",Apr 25 '17 at 12:42
7,2,67,"I suspect Tor would not be very useful for DDoS attacks. Your traffic would first have to traverse a number of machines inside the Tor network, and then emerge at exit points. Effectively, you would be using Tor as a command-and-control system, and the exit nodes as the source of your DDoS traffic. This would probably be less effective than using a ""traditional"" malware-based botnet. You could probably craft an attack to DoS Tor itself, though.",Apr 25 '17 at 15:12
7,2,68,"@MichaelKjörling It still becomes someone else's someone else's money though, instead of remaining your someone else's money.",Apr 25 '17 at 17:26
7,2,69,"With a properly done attack, Tor could be rather productive.  You just need a magnification/reflection attack.  Take an old-school ICMP magnification: you send a few bytes over Tor to a vulnerable host claiming to be from the final target, they send a few hundred kB to the target.  You can use Tor to shotgun out to your amplifiers, which basically hides you behind 2 layers of obscurity from the target (vulnerable amplifiers, Tor, then you).  That also obscures Tor as being part of the attacker's vector (victim only sees packets from amplifiers who aren't greatly affected so don't report)",Apr 26 '17 at 13:03
7,2,69,"I might add, that is why good routers and firewalls are so picky about well formed ICMP packets, and why this isn't nearly as common an attack vector as it once was (also why I don't mind explaining it).  The first D in DDoS is for distributed, and while you got that from the attacker's perspective (multiple cloud instances to lay in the attack) you forgot that it isn't cost effective for an attacker to own the DDoS hosts, only the instigators.  So they can distribute the instigators in the cloud with Tor help, but the actual attackers are still gonna be vulnerable internet connected systems.",Apr 26 '17 at 13:06
7,3,71,"It's worth noting that Mirai isn't the first botnet used for ""DoS-as-a-Service"". Criminals use this monetization model for their botnets for years. The only new thing about Mirai is that it focuses on infecting IoT devices.",Jul 11 '17 at 16:12
7,4,71,Unfortunately there is also a flourishing black market for stolen credit cards and compromised online banking accounts which criminals can use to pay for cloud services anonymously.,Jul 11 '17 at 16:14
8,2,26,"I think this is an interesting comment, but I don't see that it would work for AWS.  AWS runs on virtual machines, so it seems to me that anyone with access to the host machine could simply find the key in the register.",May 4 '16 at 14:45
8,2,75,This comes close to a software-only solution. Its still not clear to me if this really works. I'm reading the references. Possibly it could be bootstrapped using a hardware module to ensure that RamCrypt has been booted securely.,May 4 '16 at 15:31
8,2,76,"You're right, it wouldn't work on AWS, since virtual machines trap access to hardware debug registers and emulate it. This is more about generally keeping secrets safe in memory. This is not possible on a virtual machine unless it is designed with this in mind (e.g. by isolating individual VMs with SGX).",Dec 1 '17 at 5:44
8,3,75,Not a random key but one entered by a human during run-time.,May 3 '16 at 7:47
8,3,77,"Usually humans enter passwords, not keys (although some key management routines may require direct entry of hexadecimals representing bytes of a key). Never confuse passwords and keys.",May 3 '16 at 8:05
8,3,75,"If you mean passwords to be alphanumeric, then I don't technically distinguish between a key and a strong password. A Base64 encoded 256 bit random key is also a password under this definition.",May 4 '16 at 3:38
8,3,75,"(maybe with some special security module that contains your program code) -- This might seem to work. However, isn't it 'turtles all the way down'? Because then we need to control the code that uses the program that uses the key.",May 6 '16 at 17:30
8,4,75,"Note that there is a subtle difference. In the DRM case, the device/application is bootstrapped in a compromised state. In my case, I can guarantee that my application (say, a custom made media player) was bootstrapped in a secure state when the key was supplied. Later at some point, the system is compromised. This is a weaker requirement than the pure DRM case.",May 4 '16 at 3:35
8,4,79,"@jus12 ""In the DRM case, the device/application is bootstrapped in a compromised state."" - not with secure boot!",May 4 '16 at 5:24
8,4,21,@Jus12 I don't believe that you can bootstrap to any safe state when the underlying hardware is controlled by a potentially malicious party.,May 4 '16 at 12:21
8,4,75,"@Polynomial That is one of the assumptions I am making. The underlying hardware was in a trusted state at the time when the key was supplied. It may later become compromised. I feel there is a difference in the attacker capabilities in these two cases, even though they appear to be similar.",May 4 '16 at 15:33
8,5,75,"Yes, for my application, the key is used consistently. If this can be done via HSM, this would solve the problem. How can we prevent the attacker from using the key inside the HSM?",May 4 '16 at 3:31
8,5,26,"@Jus12 I don't know that you can.  While the key is in use, it's in memory.  If it's in memory, it's at risk.  Think of the HSM as a safe.  If the secret is outside of the safe, it's not protected.  When it's ONLY in the safe, it's protected, but you still need to store the combination somewhere.  If the combination is in memory, you haven't really accomplished anything but misdirection.",May 4 '16 at 14:37
9,1,80,Comments are not for extended discussion; this conversation has been moved to chat.,Sep 26 at 9:51
9,1,81,"Reminds me of the alleged habit of New York City inhabitants of the 1970s and -80s, when crime was at a high, to carry two wallets -- one with 20 dollars or so for a mugger and the other one with the real valuables. (Any parallels between police and muggers are, of course, entirely coincidental.)",Oct 4 at 12:35
9,2,83,"It's probably not illegal to have a crappy old phone., op would need to make very sure that is indeed the case.",Sep 26 at 11:53
9,2,84,"Be wary - my nokia 6310 supported Java, and stored up to 102 kbytes of JAR files.  And even worse, it was java.",Sep 26 at 11:56
9,2,85,@Criggie While possible that they've got a java version of the app... I'm betting they didn't get into that nightmare and just wave people on if their phone doesn't support the app.,Sep 26 at 12:00
9,2,82,"I agree with you. Getting this type of phone is the best solution IFF this won't draw suspicion from police even farther. I asked OP in comments if he can get simple phone or live without of phone at all, but didn't get reply and now my comment is deleted. Whatever. Regardless, additional ""benefit"" of keeping android phone with running app is for it to be ""red herring"". You give up a little bit of privacy in order to not get yourself into an even bigger trouble. What's better: government knowing exactly where you are at any time or sitting in jail?",Sep 26 at 13:10
9,2,86,"Only problem, they can still listen to all your calls, read your text and track your whereabouts through carrier surveillance. May be worth mentioning.",Sep 26 at 15:33
9,3,87,"There is one more risc too to concider - other channels used more less frequently - and it may not be for security, just for convenience. I can say, that I made application, which normally communicate in plain text each 1/2 hour, but 4x a day it also use other channel for other data and sometimes (like once a week to once a three months) use another channel for totally another kind of data. (And sometimes it update itself.) Lack of any of such communications is reported as big red error at central server. And it has nothing to do with spying or security, just with primary function of the app.",Sep 25 at 3:46
9,3,88,"There are a few more: sandbox the app + sandbox apps that you want to hide, off the top of my head.",Sep 25 at 6:05
9,3,89,"actually httpS is not very effective on neither Android devices nor iOS devices. the free version of Fiddler Proxy (+ this plugin) has everything needed to generate a fake certificate, install it on the phone, and perform MITM https-decryption, modifcation, redirection, and blocking. i've used this myself several times to study and cheat in mobile games. (and study the Facebook Messenger / friends API)",Sep 25 at 8:14
9,3,90,"@user1067003 Sure, performing a MitM on yourself is very doable.  I wasn't trying to imply otherwise.  However, it is still harder than simply sniffing network traffic for an unencrypted connection.  My point was that SSL is the first and most basic security step for web systems, and also very easy to do.  Anyone who is not bothering with HTTPS these days simply isn't trying, and SSL certainly does provide a barrier from simple snooping.   Add in HSTS and public key pinning and you're starting to get about as secure as possible on someone else's device.",Sep 25 at 10:33
9,3,91,"I'm not exactly an expert on mobile communication, but AFAIK any phone comes with both an IMEI (spoofable, but it's tricky) and an IMSI (not spoofable, as it's the ID of your phone in the network). Considering the capacities of Chinas surveillance I would be astonished if they couldn't detect a phone with an unique ID having the app active only sporadically. Let alone sniffing on higher levels of the system or examining the entire storage when the app is running.",Sep 26 at 17:52
9,5,93,"Whether this is possible is extremely dependent on the particular phone, even if Android is a given.",Sep 24 at 22:33
9,5,94,What stops them using the logs of the mobile phone network to check that app is running at all times the phone is connected?,Sep 25 at 8:08
9,5,95,@ThoriumBR Surveillance apps presumably do run all the time.,Sep 25 at 16:32
9,5,67,"@ThoriumBR A mobile phone doesn't go to sleep when not in use like a closed laptop; if nothing else, it will be constantly checking with transmitters to ensure it can receive incoming calls. It seems perfectly plausible to me for a background application to be logging many times a minute whenever the phone is switched on; saving to a local, encrypted, database; and periodically uploading reports to a central server. Gaps in that log might be viewed as suspicious, particularly if they can be compared against logs demanded from the network operator.",Sep 25 at 17:12
9,5,67,"@ThoriumBR The assumption that they want the app to be invisible and unobtrusive is also dubious. The Chinese government conducts surveillance by coercion, not subterfuge - they're not installing this app remotely without users' permission, they are (allegedly) demanding that they install it under threat of arrest. They have no motivation to hide what it does; anyone who gets angry and decides to bypass it can simply be publicly punished as ""subversive""; that's how totalitarianism works.",Sep 25 at 17:18
9,6,97,"Given how insecure the spyware appears to be, simply installing it will likely open you up to attacks from actors other than the Chinese government.",Sep 25 at 16:50
9,6,98,"@AndrolGenhald: Probably, but if you can't leave the country, what else do you want to do? Not complying is not an option, really.",Sep 25 at 16:52
9,6,97,"The situation certainly sucks. I just wanted to point out that even if you accept that it's ok for the Chinese government to do this, there are still other risks.",Sep 25 at 17:03
9,6,99,"This doesn't really answer the question. It's about ""I know I'm targeted. How do I defend?"". Your answer is basically ""How to avoid being targeted"" and therefore not really answering the exact question.",Sep 27 at 11:02
9,6,98,"@iBug: That's true, but sometimes ""Don't do it"" is the right answer. There's too much at stake, and chances that OP gets caught are high (I'd say 99%). The spyware transmits the IMEI, so they know exactly who isn't sending. They also know exactly who had the spyware installed. So... not good.",Sep 27 at 11:06
9,7,100,This will not help in case of keylogger spyware.,Sep 25 at 8:41
9,7,101,How can a keylogger affect this approach ? Please explain.,Sep 25 at 9:08
9,7,100,"Bare in mind that, keylogger can keep data inside the phone. So if the phone confiscated by the Big brother, the user still susceptible to phone activities forensic.",Sep 25 at 9:17
9,7,102,"I believe the first paragraph is the most critical one. OP is not alone in this, it's a big community of people affected and they will have found a workable solution. Just be aware that the more people fooling the system, the more likely the government will pick up on it and close the loophole. If you're using a method that gets closed there's a chance their net will catch you.",Sep 25 at 10:24
9,7,101,@Ruadhan2300 I mis read indeed your comment. I totally agree with you on that point.,Sep 25 at 11:28
9,8,76,There are certainly ways to defeat this spyware without raising red flags. It's not like the spyware's functionality is particularly secret (or particularly sophisticated).,Sep 24 at 13:45
9,8,103,"Police might not be information security gurus, but they are good at telling if I am hiding something in my other pocket. Then the consequences might be worse.",Sep 24 at 13:53
9,8,90,"I really doubt this is true, and even if it is correct you are not providing any evidence of that fact.  Rather, you are expecting everyone to just take your word for it.  Given the importance of this question to the OP, I think a little more effort is required.",Sep 24 at 16:00
9,8,104,"@forest But it might not be the same tomorrow as it is today, and that can make all the difference in defeating it or losing to it. When we're talking an oppressive government, can you, in good conscience, really tell someone you've never met to take that risk?",Sep 24 at 19:47
9,8,105,"Note that with the cooperation of network carriers, they will be able to tell if you are using another cellphone with the same SIM card, or if a subscriber has two SIM cards nearby, or the number of devices that are connected to your home WiFi or network. It may be unwise to use a second phone in any case.",Sep 25 at 16:58
9,9,107,"If I were trying to monitor everything, I would have code that flags packets going through the towers without corresponding reports from my spyware.",Sep 26 at 11:36
9,9,108,That would be very difficult to do.  Nothing is ever 100%.,Sep 26 at 13:41
9,9,107,"It would indeed be difficult to catch 100%.  It would not be difficult to catch 90%.  And if they weren’t already catching a huge percentage of what they want, threads like this would not exist.",Sep 26 at 16:45
9,9,109,"""Hang on, there are packets flying back and forth, but they are not connected to any running app ... Flag this phone as suspicious.""",Sep 27 at 11:37
9,9,79,@tripleee do people not use tethering in China?,Oct 1 at 2:34
9,10,107,"If you CAN afford a second phone, either they find out when you buy it or they find out when you use it.",Sep 30 at 23:43
9,10,110,"This is what I'm saying, the cellphone tower reports people in the area that aren't running the APP and then they can triangulate you and pull up a CCTV image of someone walking the path of the offending phone. Also, chances are this webpage is no longer available to the majority of the people there.",Oct 1 at 0:11
9,11,111,"your answer is good.   and is also just an example of how complicated it is to do monitoring and surveillence, which seemed like is an easy job to do.   your answer examplify the many variations of technologies that are available for monitoring and anti-monitoring - just like the end-less game of virus and anti-virus.   which is also why i hardly read all other solutions and techniques, which is not as technically deep as I wanted (from the monitoring/trojanizing point of view).",Oct 2 at 0:52
9,11,111,"talking about PC:   you also have chrome bugs reporting, windows telemetry etc all capable of sending back debugging information.   if they want to monitor, and you are not doing anything ""harmful"", just let them do it - it is like having a security guard near your house.   and you may be afraid that one day this security guard may come back and attack you?   then get multiple security guards.   Apps that can monitor other apps - like those of parental control apps which I used to install on my kids' phone.",Oct 2 at 0:55
9,11,112,@PeterTeoh Thanks. Variations as you rightly pointed out is the key to both sides. For those who care this is an endless game but sadly majority dint care IMO,Oct 2 at 5:13
9,12,112,+1. Unfortunately rooting and using niche tools like XprivacyLua is not for everyone ( I use).  Just as FYI am alternative in my answer security.stackexchange.com/a/194842/99059,Oct 2 at 5:15
9,15,109,Presumably then the app will alert that it cannot call home and display a big friendly red badge with yellow stars.,Sep 27 at 11:38
9,15,116,I'm not sure how the app works exactly. It could definitely be passed off as server-side error that wouldn't be your fault. You can also change it whenever you are about to be inspected and otherwise have it set to block traffic.,Sep 28 at 20:32
9,17,118,"Most of this answer is just saying ""lol you're f---ed good luck"", it doesn't really try to answer the question itself. Even if you factory reset your phone, if the police are on the streets, as the question says they are, they're just going to stop you and demand you install it again.",Sep 29 at 0:46
9,17,119,"@MatthewElvey people are sometimes being sent to ""reeducation camps"" for not having the software installed in this province, and they keep track of who has it installed. If it is suddenly not sending data anymore, they WOULD catch that. Not only is this answer not helpful, it is genuinely dangerous, especially if OP is Uyghur.",Sep 30 at 5:35
9,17,120,"Ok, thanks, user185163.  If the excuse/explanation:  ""I didn't remove it.  I was having trouble with my phone and the phone vendor removed it when they reset my phone.  Here's a receipt / record of the visit.""   won't work to avoid 'reeducation camp' then my ""idea to consider"" indeed was poor and I've just edited my answer to reflect that.  What do you think now, @user185163 ?",Sep 30 at 18:59
